Trajectories
100
		platform:points1			platform:points2			platform:points3			platform:points4			platform:points5			platform:points6			platform:points7			platform:points8			platform:points9			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
3032	0	76.6491	-65.1119	790.12	-342.146	-55.1666	791.769	-331.561	56.68	859.137	84.4972	62.8036	822.728	78.5905	77.8418	729.041	-333.438	109.683	785.562	-343.837	-0.0991329	715.78	70.8615	-50.4575	698.498	-140.917	93.4175	592.963
3033	0	75.5509	-71.1214	786.671	-342.506	-49.3029	796.338	-327.31	60.7032	866.93	87.8102	56.0556	822.767	80.6998	73.6882	729.678	-329.165	115.386	794.825	-344.023	8.35049	722.115	68.8045	-53.5552	695.644	-140.704	99.4777	598.217
3034	0	74.6247	-76.0004	784.257	-342.491	-43.4248	800.975	-323.384	64.0841	873.813	90.9513	49.7807	823.314	82.9465	69.5149	730.85	-324.666	120.857	803.185	-343.477	16.0111	728.152	66.8655	-56.1961	693.891	-139.626	104.654	603.351
3035	0	73.7902	-80.6532	783.138	-342.132	-37.5733	805.595	-319.33	67.9819	880.222	93.8767	44.2378	824.342	85.2386	65.8663	732.257	-320.004	126.009	810.708	-342.424	23.2133	733.922	65.3602	-58.8729	693.229	-137.839	108.951	608.273
3036	0	73.0189	-84.874	782.602	-341.432	-31.9357	809.966	-315.296	71.9036	885.924	96.6541	39.1244	825.488	87.6197	62.0023	733.778	-315.159	131.075	817.284	-340.912	29.9318	739.204	64.2764	-61.4148	693.094	-135.55	112.49	612.766
3037	0	72.3963	-88.7219	782.219	-340.497	-26.4354	813.862	-311.372	75.7431	890.819	99.1113	32.7301	826.215	90.0278	58.2524	735.027	-310.284	135.798	822.941	-339.097	36.2872	743.857	63.4497	-63.9413	693.084	-132.917	115.719	616.718
3038	0	71.8928	-92.0893	781.755	-339.42	-21.0414	817.061	-307.371	79.7745	894.854	101.576	27.6525	826.867	92.3224	55.1016	736.046	-305.39	140.43	827.557	-337.069	42.3789	747.695	62.6965	-66.5158	692.945	-130.058	118.144	619.729
3039	0	70.9221	-95.7809	781.263	-338.265	-15.6376	819.632	-303.394	84.0833	898.039	103.605	23.0111	827.086	94.7271	50.7661	736.444	-300.571	144.964	831.068	-334.892	48.2784	750.717	61.9665	-69.1569	692.745	-127.026	120.318	622.008
3040	0	70.0553	-99.0264	781.029	-337.119	-10.2159	821.671	-299.778	88.3288	900.151	105.536	19.253	827.036	96.7964	47.6782	736.772	-295.873	149.556	833.454	-332.682	53.8682	752.926	61.3064	-71.7646	692.598	-123.935	121.779	623.44
3041	0	68.9569	-102.296	781.24	-336.125	-5.10658	823.25	-296.411	92.7708	901.628	107.084	15.3647	827.094	98.5099	43.7196	736.751	-291.569	153.76	834.864	-330.61	58.892	754.528	60.4394	-74.691	692.706	-120.992	122.274	624.219
3042	0	67.6654	-105.626	781.839	-335.329	-0.807185	825.185	-293.469	96.6974	902.958	108.2	11.541	827.019	99.7805	39.2817	736.493	-287.746	157.322	835.898	-328.93	62.8137	756.141	59.2989	-78.5007	693.376	-118.755	121.643	624.634
3043	0	66.0511	-109.116	782.626	-334.869	2.78563	827.331	-290.828	100.287	904.26	108.824	7.70737	826.708	100.347	35.0234	736.024	-284.564	160.172	836.65	-327.765	65.8296	757.817	57.6624	-82.4761	694.024	-117.365	120.026	624.701
3044	0	63.9957	-112.675	783.513	-334.832	6.12721	829.065	-288.909	103.566	904.748	108.938	3.4869	826.162	100.342	30.6061	735.366	-281.952	162.772	836.59	-327.086	68.3264	758.904	55.543	-86.5261	694.499	-116.479	117.806	624.236
3045	0	61.6152	-116.223	784.38	-335.097	9.26575	830.113	-287.355	106.917	904.426	108.515	0.152098	825.541	100.069	25.9233	734.465	-279.641	165.435	835.432	-326.706	70.4867	759.182	53.3066	-90.6499	694.918	-115.898	115.173	623.114
3046	0	59.3124	-119.605	785.01	-335.374	12.132	830.473	-285.966	110.15	903.259	108.039	-3.54239	824.332	99.6026	21.3273	732.993	-277.818	167.371	833.539	-326.408	72.1975	758.656	51.0572	-95.3722	695.557	-115.497	112.156	621.232
3047	0	57.1995	-122.625	785.591	-335.669	14.7334	830.036	-284.796	113.317	901.147	107.469	-6.41844	822.975	99.0936	16.6585	731.133	-276.139	169.34	830.43	-326.209	73.398	757.235	49.0753	-99.8904	695.852	-115.214	108.703	618.659
3048	0	54.967	-125.253	786.554	-336.314	17.2255	828.875	-284.348	116.609	897.87	106.578	-8.95893	821.625	98.3352	12.4863	729.394	-275.086	171.075	826.138	-326.314	74.2801	754.87	46.8114	-104.083	696.331	-115.08	104.669	615.428
3049	0	52.7257	-127.261	788.182	-337.351	19.2759	827.029	-284.615	119.653	893.682	105.311	-10.8519	820.63	97.2663	8.50142	727.923	-274.806	172.489	820.798	-326.825	74.5455	751.76	44.7416	-108.843	697.821	-115.319	99.7944	611.766
3050	0	50.743	-129.493	790.83	-338.656	20.4339	824.903	-285.527	122.308	888.93	103.848	-12.028	819.962	96.0456	4.92468	726.755	-275.368	173.09	814.649	-327.766	73.618	748.201	42.9822	-112.926	699.716	-115.952	94.1252	607.894
3051	0	49.3263	-130.597	793.663	-340.024	20.4575	822.584	-286.931	124.259	883.569	102.433	-12.4025	819.301	94.7988	1.77158	725.605	-276.602	172.822	807.884	-328.978	71.4745	744.347	41.7235	-116.706	702.029	-116.944	87.8889	604.007
3052	0	48.3863	-130.976	796.714	-341.491	19.8511	819.855	-288.781	125.693	877.499	101.015	-12.0587	818.518	93.5882	-0.818282	724.4	-278.553	171.91	800.204	-330.386	68.3575	740.013	40.9336	-120.066	704.611	-118.164	80.1519	599.437
3053	0	47.7502	-130.387	799.862	-343.118	18.6248	816.548	-291.16	126.796	870.535	99.5876	-10.6828	817.56	92.3867	-2.76902	723.12	-281.04	170.331	791.655	-332.046	64.2778	735.082	40.5205	-123.009	707.528	-119.616	71.4555	594.399
3054	0	47.6222	-128.856	803.312	-344.771	16.7213	812.952	-294.018	127.535	862.838	98.303	-7.7021	816.536	91.2458	-3.92971	721.78	-284.04	167.663	782.271	-333.9	59.3806	729.823	40.601	-125.098	710.651	-120.935	63.873	589.954
3055	0	48.3031	-125.888	807.008	-346.27	14.0371	809.526	-297.275	127.619	854.839	97.1312	-3.54689	815.23	90.2942	-3.92626	720.411	-287.697	164.535	772.707	-335.823	53.4994	724.725	41.517	-125.78	714.053	-122.421	55.2155	585.349
3056	0	49.8153	-121.647	810.752	-347.584	10.395	806.432	-301.102	126.599	846.613	96.0023	2.27693	813.471	89.3801	-2.96028	718.879	-291.97	160.338	763.041	-337.703	46.0115	719.903	43.2287	-126.07	718.132	-124.167	45.5748	580.769
3057	0	51.6059	-115.801	814.206	-348.936	5.58476	803.819	-305.439	124.918	838.482	94.7541	8.8047	811.441	88.3971	-0.675097	717.112	-297.058	154.825	753.536	-339.542	36.2388	715.78	45.2933	-125.051	722.146	-125.971	36.5199	577.046
3058	0	53.6077	-108.938	817.713	-350.425	0.417967	801.505	-310.398	121.869	830.554	93.088	16.6635	808.855	87.2678	3.07732	715.028	-302.773	148.25	744.198	-341.983	27.6181	712.102	47.6994	-122.622	725.963	-128.131	26.8572	573.523
3059	0	55.9376	-100.611	820.607	-351.437	-6.1851	800.076	-315.702	118.072	823.109	91.1377	25.8781	805.715	85.6535	7.26044	712.641	-309.031	140.45	735.629	-344.175	17.4812	709.353	50.5387	-118.837	729.672	-130.506	16.4896	570.393
3060	0	58.8372	-90.9413	822.97	-352.012	-13.382	799.866	-321.056	113.045	816.677	89.009	35.9577	801.693	83.8748	12.5352	709.715	-315.553	131.402	728.211	-345.941	6.02433	708.088	53.8739	-113.81	733.061	-132.72	7.08664	568.362
3061	0	62.2451	-80.0556	824.792	-351.714	-21.3789	801.157	-326.177	106.894	811.638	86.7783	46.7044	797.234	82.1236	18.787	706.552	-321.95	121.188	722.396	-347.013	-6.07265	708.414	57.9916	-107.204	736.122	-134.841	-3.06367	567.498
3062	0	66.069	-68.2572	826.048	-350.454	-29.1265	803.924	-330.697	99.9628	808.309	84.5556	57.8112	792.434	80.3784	25.7345	703.193	-328.001	110.006	718.49	-347.117	-18.7756	710.748	62.2536	-99.8946	738.816	-136.561	-12.3047	567.426
3063	0	70.3043	-55.8014	826.535	-347.707	-38.2048	808.64	-334.341	92.4134	806.923	82.1469	69.6389	786.932	78.5788	32.7428	699.342	-333.144	98.7398	716.768	-346.173	-31.2043	714.913	67.0019	-91.598	740.796	-137.87	-21.3566	568.648
3064	0	74.6323	-43.119	826.054	-343.851	-46.5288	814.777	-337.055	84.4995	807.547	79.6385	81.4338	781.33	76.4687	41.0118	695.311	-337.555	87.1011	717.198	-344.196	-43.2553	720.872	71.8566	-81.981	741.826	-138.911	-29.4486	570.671
3065	0	78.6062	-30.9815	825.072	-339.239	-54.5824	822.148	-338.991	76.3024	809.853	76.844	92.5269	775.679	74.1395	48.8633	691.331	-341.168	75.5653	719.522	-341.346	-54.7768	728.067	76.2634	-73.0877	742.525	-139.66	-36.6683	573.501
3066	0	82.5697	-17.8313	823.712	-333.838	-62.3053	829.758	-340.213	68.0477	813.467	73.6592	102.856	770.501	71.4811	56.3317	687.673	-344.024	64.1219	723.266	-337.745	-65.7005	735.936	80.4105	-63.9773	742.84	-140.053	-43.114	576.879
3067	0	85.5705	-6.99249	822.269	-328.121	-69.8545	837.751	-340.815	59.5226	818.179	70.2018	112.258	766.019	68.6663	63.4222	684.517	-345.996	52.993	728.021	-333.563	-75.7213	743.998	84.3896	-54.147	742.468	-140.015	-48.7686	580.527
3068	0	88.3711	3.46792	820.786	-321.81	-76.7965	845.358	-340.44	51.5543	823.28	66.8159	120.557	762.326	65.8762	70.0344	681.897	-347.086	42.4057	733.496	-328.502	-85.7492	752.076	87.688	-45.6979	742.076	-139.553	-53.217	583.932
3069	0	90.7839	13.0154	819.352	-315.259	-83.2525	852.467	-339.548	43.4772	828.49	63.3737	128.409	759.466	63.2387	76.6449	680.02	-347.266	33.0554	739.247	-323.24	-94.0114	759.548	90.7682	-37.3864	741.398	-138.678	-57.1576	587.952
3070	0	92.6912	21.6553	818.288	-308.897	-89.5917	858.516	-338.307	36.2448	833.884	60.0471	135.419	757.695	60.5965	82.6887	678.676	-346.959	24.1574	744.619	-317.821	-101.457	765.95	93.4025	-29.475	740.859	-137.374	-59.5657	591.157
3071	0	94.0086	29.535	817.83	-302.809	-95.7576	863.487	-337.208	27.5378	838.617	56.5988	141.703	757.065	58.1122	88.6884	678.297	-346.365	15.9435	749.581	-312.415	-108.54	771	95.635	-21.8895	740.582	-135.686	-61.0823	593.838
3072	0	94.8944	36.6109	817.741	-297.077	-101.778	867.145	-335.854	21.1153	842.472	53.1625	147.419	757.319	55.9209	95.2427	678.591	-345.297	8.14782	753.607	-307.034	-115.232	774.875	97.7371	-14.1653	740.476	-133.702	-61.8756	595.974
3073	0	95.5313	42.869	817.868	-291.519	-107.778	869.743	-334.119	13.6127	845.964	49.8846	152.596	758.135	53.3568	99.5584	679.124	-343.989	0.851267	756.981	-301.669	-121.475	777.626	99.412	-7.48687	740.404	-131.551	-62.0201	597.521
3074	0	95.9237	48.6554	818.11	-286.202	-113.73	871.303	-332.428	6.66986	848.301	46.794	157.327	759.396	51.3395	105.274	680.024	-342.521	-5.97367	759.531	-296.416	-127.276	779.012	100.829	-1.05564	740.29	-129.335	-61.5534	598.452
3075	0	95.9782	53.854	818.568	-281.348	-119.669	871.933	-331.013	0.00967176	850.253	43.5833	161.637	761.006	49.328	110.601	681.193	-341.047	-12.1658	761.219	-291.573	-132.294	779.376	101.733	4.49844	740.27	-127.109	-60.3817	598.758
3076	0	95.6612	58.3991	819.344	-276.904	-124.712	871.376	-329.801	-6.37607	851.342	40.5009	165.62	763.264	47.2651	115.745	682.809	-339.762	-17.5823	762.284	-287.325	-136.688	778.814	102.422	10.2372	740.409	-124.878	-58.1184	598.529
3077	0	94.9697	62.3877	820.404	-273.614	-129.136	870.546	-328.916	-11.1675	852.578	37.4701	169.289	766.054	45.0669	120.819	684.839	-338.92	-21.6669	763.187	-284.058	-139.999	777.869	102.541	15.5747	740.735	-123.734	-54.9912	598.128
3078	0	93.8963	65.921	821.579	-271.257	-132.532	869.454	-328.606	-15.3767	853.475	34.493	172.699	769.12	42.7412	125.689	687.073	-338.667	-24.3547	764.009	-281.9	-142.225	776.736	101.905	20.068	741.15	-123.493	-51.5107	597.861
3079	0	92.5073	69.0625	822.68	-269.758	-135.366	867.738	-328.75	-18.6996	853.799	31.5323	175.872	772.19	40.438	130.502	689.314	-338.841	-26.2884	764.259	-280.174	-143.5	774.779	101.005	24.7563	741.48	-123.696	-47.5534	597.395
3080	0	91.0253	71.6589	823.465	-268.837	-137.672	865.107	-329.183	-21.3871	853.371	28.8076	178.945	775.092	38.0191	135.155	691.374	-339.298	-27.4948	763.742	-279.307	-144.192	772.024	99.912	29.0328	741.392	-124.184	-43.276	596.414
3081	0	89.6272	73.5452	823.916	-268.362	-139.456	861.481	-329.723	-23.6388	852.271	26.5556	181.607	777.831	36.1883	139.504	693.232	-339.887	-27.9623	762.541	-278.913	-144.257	768.347	98.852	32.9337	740.97	-124.865	-38.4421	594.728
3082	0	88.5067	74.4088	824.271	-268.539	-141.089	857.061	-330.405	-25.2708	850.504	24.9137	183.499	780.697	34.6523	143.211	695.197	-340.599	-27.5384	760.681	-279.165	-143.339	763.619	97.8921	35.8409	740.408	-125.654	-33.0927	592.574
3083	0	87.5679	73.6874	825.064	-269.734	-141.824	851.229	-331.47	-26.1401	848.094	24.2257	183.39	784.395	33.8716	145.723	697.678	-341.558	-25.9923	758.243	-280.272	-141.866	758.139	97.0347	37.5042	740.168	-126.458	-27.1036	590.262
3084	0	86.8162	71.5928	826.204	-272.009	-142.717	845.347	-332.934	-26.166	845.329	24.209	182.467	788.724	33.7555	147.654	700.948	-342.832	-23.1468	755.492	-282.292	-139.606	752.261	96.23	37.8284	740.266	-127.305	-20.3522	587.861
3085	0	86.0967	68.399	827.124	-275.155	-142.281	838.806	-334.779	-25.0368	842.393	24.8177	180.917	792.95	34.11	149.018	704.229	-344.451	-19.0838	752.684	-285.259	-135.694	745.571	95.3291	37.3968	740.234	-128.671	-13.7204	585.695
3086	0	85.3715	64.3638	827.566	-279.239	-140.974	831.962	-336.892	-23.1771	839.227	25.8537	179.278	797.124	34.796	149.507	707.183	-346.413	-13.7991	749.777	-289.12	-131.12	738.729	94.2124	36.0771	739.64	-130.247	-6.42436	583.32
3087	0	84.6811	59.2443	827.558	-284.013	-138.868	824.533	-339.295	-20.0451	835.901	27.6296	176.113	800.979	35.7959	149.314	710.217	-348.465	-7.58065	746.763	-293.638	-126.264	732.142	93.0976	33.8079	738.685	-131.96	1.10763	580.819
3088	0	83.9755	52.4148	827.144	-289.267	-135.999	816.437	-341.759	-16.4204	832.31	29.7538	171.84	805.017	37.5483	148.253	713.232	-350.504	-0.505246	743.707	-298.497	-119.63	724.617	91.9311	30.2741	737.383	-133.586	9.0824	578.322
3089	0	83.2783	44.5487	826.561	-295.292	-132.35	808.434	-344.262	-11.9943	828.72	32.6854	166.547	809.076	39.9541	146.15	716.428	-352.404	7.69666	740.782	-303.867	-112.575	717.33	90.7622	25.6823	735.921	-135.036	17.315	576.02
3090	0	82.7881	35.5615	825.512	-301.716	-127.383	800.236	-346.549	-6.4863	825.582	36.3019	159.676	813.05	43.0514	142.767	719.591	-353.946	16.9883	738.484	-309.386	-103.336	710.079	89.6023	19.9443	734.222	-136.209	25.7367	574.165
3091	0	82.4546	25.1022	823.908	-308.32	-121.422	793.05	-348.233	-0.0166334	823.444	40.895	150.854	816.367	46.6348	137.13	722.326	-354.818	27.2554	737.401	-315.126	-92.7356	703.731	88.4926	12.79	731.902	-137.13	34.0906	572.928
3092	0	82.1801	13.3311	821.468	-314.879	-114.534	786.835	-349.239	7.10106	822.504	46.2151	140.758	819.455	51.3156	131.921	725.155	-354.925	38.2337	737.668	-320.738	-82.3687	699.095	87.2836	4.4316	729.13	-137.808	41.9032	572.243
3093	0	81.648	0.361337	818.579	-321.363	-106.639	781.916	-349.547	14.8362	822.815	51.9256	129.318	822.152	56.1143	124.481	727.53	-354.314	49.4178	739.4	-326.127	-70.6121	695.638	85.7569	-5.13302	726.133	-138.028	50.4207	572.855
3094	0	81.1006	-12.4939	815.232	-327.442	-97.8574	778.784	-348.893	23.3012	824.671	57.944	116.869	824.064	60.9639	114.784	729.165	-352.518	61.4669	742.61	-331.036	-58.1875	694.049	83.9349	-15.0424	722.351	-138.065	57.7276	573.978
3095	0	80.154	-26.4881	811.239	-332.594	-88.0851	777.803	-346.983	32.048	828.218	64.2503	104.415	825.075	65.9144	105.309	729.853	-349.533	73.5873	747.678	-335.183	-44.7435	694.461	81.8744	-25.2717	718.288	-137.803	64.4425	575.788
3096	0	79.4617	-39.307	806.316	-336.565	-77.7356	778.812	-343.585	41.1262	833.359	70.8797	91.3227	824.577	70.8909	95.5944	729.545	-345.326	85.3217	754.252	-338.241	-31.9264	697.124	79.5433	-35.3024	713.536	-137.378	70.6063	578.132
3097	0	78.5249	-51.5223	801.429	-339.499	-67.5824	781.687	-338.952	50.4301	839.637	77.234	78.6273	823.32	75.5973	85.654	728.495	-340.036	96.4603	761.721	-340.341	-18.7804	701.065	76.9412	-45.0537	708.784	-136.646	75.9448	580.941
3098	0	77.0264	-63.0626	796.945	-341.596	-57.2247	785.837	-333.809	58.9781	846.304	82.9123	66.6505	821.775	79.8293	75.8543	727.147	-333.956	107.104	769.496	-341.584	-6.4481	706.569	74.2501	-53.7261	704.535	-135.7	80.5953	584.054
3099	0	74.8544	-73.9199	793.312	-343.018	-46.7026	790.92	-328.254	67.683	853.144	88.0933	53.6525	820.048	83.3421	65.7737	725.677	-327.341	117.3	777.132	-341.945	5.10899	712.49	70.3063	-63.6181	701.088	-134.416	84.0896	587.192
3100	0	71.7553	-84.4496	790.135	-343.933	-35.7871	796.561	-322.089	76.8753	860.005	92.0891	43.1191	818.187	86.23	56.0709	724.124	-320.31	127.315	784.716	-341.772	17.0277	718.852	66.2441	-71.6979	697.988	-133.088	87.2838	590.365
3101	0	68.64	-93.5142	786.827	-344.165	-24.6112	802.779	-315.239	86.2117	867.063	95.6477	32.235	816.004	88.5831	46.1689	722.254	-312.568	137.408	792.468	-340.95	29.1647	725.671	61.6217	-79.1817	694.822	-131.719	90.6027	593.579
3102	0	65.0124	-102.124	784.337	-343.554	-13.6019	809.555	-308.05	94.9573	874.121	98.6985	21.9927	814.031	90.3518	37.516	720.583	-304.343	146.727	799.83	-339.315	40.4856	732.808	56.7755	-87.0013	692.933	-130.172	93.1118	596.914
3103	0	61.5076	-109.768	783.402	-342.199	-3.76386	816.516	-300.747	103.142	880.849	101.206	12.8093	812.979	91.7814	28.9417	719.687	-296	155.532	806.746	-337.006	50.6368	739.941	52.2214	-94.1004	692.321	-128.337	94.6589	600.322
3104	0	57.988	-116.54	783.728	-340.49	5.6559	823.389	-293.757	110.77	887.013	103.092	4.24403	812.658	92.8541	20.831	719.52	-288.217	162.454	812.787	-334.327	59.906	746.722	47.8601	-100.39	692.792	-126.363	95.3766	603.707
3105	0	54.3943	-122.508	784.978	-338.542	14.8724	829.793	-286.805	118.577	892.509	104.476	-3.45879	812.822	93.5563	13.1883	719.769	-280.477	169.566	817.933	-331.4	68.5611	752.846	43.4085	-106.219	694.147	-124.318	95.6164	606.803
3106	0	50.6715	-127.969	786.609	-336.393	23.7934	835.652	-280.128	125.911	897.046	105.424	-10.5412	813.051	93.9065	5.97087	720.076	-272.903	176.224	822.159	-328.359	76.5977	758.28	39.2922	-111.745	695.79	-122.36	95.4759	609.428
3107	0	46.8674	-132.964	788.157	-334.138	32.1878	841	-273.723	132.702	900.952	105.936	-17.2781	813.118	93.787	-0.976881	720.168	-265.691	182.331	825.633	-325.345	84.0468	763.174	34.9005	-116.905	697.402	-120.719	95.0058	611.597
3108	0	43.0103	-137.619	789.621	-331.923	39.78	845.987	-267.658	138.778	904.386	105.989	-23.6221	812.939	93.1983	-7.67308	720.035	-259.018	187.57	828.628	-322.359	91.2556	767.69	30.415	-121.838	698.888	-119.599	94.1618	613.442
3109	0	39.1624	-141.923	791.216	-329.974	46.4176	850.477	-262.244	144.085	907.243	105.568	-29.5403	812.787	92.1167	-14.035	719.916	-253.167	192.025	831.031	-319.921	96.8836	771.629	25.9095	-126.536	700.526	-119.046	92.8066	614.935
3110	0	35.35	-145.802	793.064	-328.386	52.1413	854.356	-257.683	148.73	909.428	104.731	-34.8117	812.801	90.6628	-19.8468	719.918	-248.225	195.673	832.725	-317.954	101.605	774.91	21.5169	-130.911	702.346	-118.989	90.9546	616.135
3111	0	31.7072	-149.199	795.021	-327.144	57.0676	857.517	-253.908	152.731	910.862	103.624	-39.5099	812.881	88.926	-25.4096	720.011	-244.26	198.477	833.406	-316.42	105.486	777.444	17.2813	-135.103	704.287	-119.279	88.7434	616.911
3112	0	28.3216	-152.215	796.926	-326.215	61.2733	859.91	-250.809	156.231	911.483	102.374	-43.5785	812.849	87.1356	-30.3661	719.964	-241.098	200.706	833.431	-315.296	108.513	779.168	13.4068	-138.883	706.144	-119.871	86.2749	617.215
3113	0	25.3037	-154.781	798.832	-325.597	64.7183	861.498	-248.431	159.222	911.242	101.033	-47.056	812.764	85.3567	-34.8218	719.831	-238.634	202.868	832.492	-314.584	110.728	780.058	9.89134	-142.469	708.022	-120.814	82.8322	616.763
3114	0	22.6243	-156.902	800.963	-325.464	67.5042	862.213	-246.963	161.842	910.095	99.6428	-49.7712	812.844	83.6781	-38.6562	719.854	-236.988	204.023	830.543	-314.374	112.124	780.016	6.83169	-145.795	710.076	-121.788	79.9076	616.238
3115	0	20.4145	-158.415	803.316	-325.812	69.4677	862.058	-246.469	164.029	908.057	98.2457	-51.683	813.132	81.8391	-42.2462	719.967	-236.465	204.844	827.859	-314.733	112.652	779.101	4.39116	-148.667	712.257	-122.963	76.4548	615.278
3116	0	18.7989	-159.468	805.72	-326.605	70.5528	861.164	-246.87	165.703	905.232	96.9703	-52.7242	813.379	80.3379	-44.9679	720.122	-236.941	205.034	824.312	-315.61	112.174	777.406	2.76383	-151.72	714.573	-124.379	72.4619	613.812
3117	0	17.7448	-159.953	807.959	-327.776	70.7152	859.617	-248.027	166.751	901.706	95.8424	-53.092	813.449	78.9522	-47.2582	720.073	-238.286	204.542	820.04	-316.956	110.764	775.067	1.371	-153.512	716.595	-125.977	68.0595	611.964
3118	0	17.1699	-159.967	809.912	-329.312	70.1086	857.34	-249.946	167.347	897.421	94.8149	-52.7213	813.295	77.9001	-48.7588	719.81	-240.418	203.56	815.012	-318.749	108.508	772.007	0.693732	-155.499	718.574	-127.738	63.1327	609.463
3119	0	17.1875	-159.599	811.826	-331.234	68.8113	854.343	-252.621	167.458	892.379	93.8694	-51.5144	812.858	76.9471	-49.6551	719.345	-243.412	202.059	809.196	-320.975	105.47	768.228	0.571185	-157.17	720.407	-129.561	58.4934	606.819
3120	0	17.7015	-158.354	813.511	-333.535	66.5948	850.753	-256.077	167.107	886.714	93.0576	-49.3654	812.222	76.1768	-49.7938	718.668	-247.31	199.908	802.738	-323.641	101.484	763.847	1.13072	-158.138	722.062	-131.552	53.064	603.53
3121	0	19.0997	-156.237	815.211	-336.084	63.3683	846.742	-260.585	165.983	880.377	92.5412	-45.995	811.488	75.7976	-48.9644	717.892	-252.123	196.989	795.739	-326.688	96.3466	759.087	2.64639	-158.616	723.878	-133.417	47.9414	600.327
3122	0	21.5171	-152.889	817.078	-338.73	59.0868	842.444	-265.728	164.133	873.584	92.3657	-41.2532	810.655	76.0723	-46.4215	717.129	-257.853	193.062	788.106	-329.916	89.9996	753.983	5.35973	-157.947	725.751	-134.96	42.816	596.779
3123	0	24.7516	-148.384	819.065	-341.396	53.8288	837.804	-271.436	161.757	866.291	92.4649	-35.0055	809.663	76.4996	-43.5902	716.284	-264.128	188.697	780.107	-333.208	82.5404	748.559	8.99434	-156.548	727.807	-136.803	35.6454	593.071
3124	0	28.5186	-142.917	820.416	-344.046	47.6092	832.873	-277.676	158.442	858.456	92.5805	-27.8801	808.251	77.1251	-39.5754	715.045	-271.115	183.389	771.73	-336.669	73.6903	742.967	13.3572	-154.178	729.549	-138.225	29.2769	589.175
3125	0	32.7235	-136.644	821.438	-346.649	40.2825	827.855	-284.507	153.995	850.388	92.502	-19.7291	806.161	77.791	-34.5245	713.407	-278.551	176.661	763.058	-339.923	64.5736	737.267	18.3749	-151.129	730.92	-139.574	23.0029	585.286
3126	0	37.4514	-129.516	822.309	-349.047	31.7238	823.027	-291.932	148.331	842.544	92.3033	-10.3011	803.692	78.399	-28.1808	711.298	-286.498	169.149	754.643	-343.011	53.5412	731.718	23.9162	-146.502	731.906	-140.716	16.8117	581.412
3127	0	42.7138	-120.361	822.61	-351.037	21.8685	818.677	-299.569	141.675	835.003	91.8657	0.350259	800.816	78.9361	-20.665	709.023	-295.028	160.109	746.536	-345.898	41.4451	726.797	30.2424	-140.776	732.873	-141.715	10.318	577.747
3128	0	48.3765	-109.994	822.861	-352.429	10.8052	814.983	-307.457	133.662	828.082	91.0048	12.5899	797.873	79.5203	-11.6976	706.518	-303.801	149.787	739.094	-348.222	28.0766	722.631	37.1802	-133.54	733.73	-142.366	4.21079	574.385
3129	0	54.2435	-98.1239	822.93	-352.945	-1.2109	812.027	-315.24	124.347	821.86	89.6404	26.0922	794.706	79.6927	-1.3294	704.04	-312.464	138.197	732.439	-349.718	13.9652	719.167	44.55	-124.715	734.478	-142.652	-2.59507	571.838
3130	0	60.2127	-84.9061	822.737	-352.23	-13.8198	809.908	-322.579	113.61	816.374	87.7811	40.4577	791.212	79.7154	10.4583	701.363	-320.566	125.653	726.736	-349.943	-0.954849	716.688	52.2132	-114.403	735.027	-142.273	-8.36978	569.55
3131	0	66.1302	-70.5995	822.246	-350.045	-27.0149	809.119	-328.755	102.552	812.293	85.3619	55.8011	787.53	79.0711	22.9952	698.607	-327.96	111.995	722.373	-348.787	-16.3776	715.705	60.0085	-102.619	735.313	-141.362	-13.5021	567.822
3132	0	72.1873	-54.5819	821.761	-346.394	-40.2129	809.68	-334.024	90.4355	809.907	82.1551	70.8218	784.067	77.7095	36.5082	695.941	-334.081	98.1781	719.829	-346.208	-31.67	716.064	67.67	-89.5429	735.475	-140.002	-18.1656	567.177
3133	0	77.038	-39.3797	821.081	-341.33	-53.5598	811.775	-338.084	77.5826	809.546	78.4473	87.188	781.224	75.803	49.873	693.629	-339.192	83.6966	719.352	-342.276	-46.8616	718.031	74.4512	-75.9455	735.639	-138.417	-21.957	567.462
3134	0	81.515	-23.6917	820.533	-334.92	-67.0161	815.363	-340.984	63.7267	811.199	73.9861	102.335	778.796	73.0132	63.5938	691.962	-343.051	68.9331	720.923	-337.186	-61.3539	721.469	81.0846	-60.9358	735.551	-137.238	-26.2033	569.081
3135	0	85.1437	-8.51415	819.966	-327.5	-79.4756	819.807	-342.203	51.0733	814.449	68.703	116.076	777.125	69.4512	76.7795	690.674	-345.839	53.9389	724.177	-330.942	-75.5264	725.979	86.2273	-46.6383	735.358	-135.003	-26.4291	570.47
3136	0	87.819	5.9949	819.116	-319.612	-90.9152	824.695	-342.495	38.6302	818.834	62.9525	129.228	775.948	65.1761	89.1655	689.558	-347.269	41.28	728.575	-324.421	-87.7064	730.912	90.2	-32.4651	734.681	-134.012	-27.4474	572.61
