Trajectories
100
		platform:points1			platform:points2			platform:points3			platform:points4			platform:points5			platform:points6			platform:points7			platform:points8			platform:points9			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1756	0	52.1514	-53.6188	890.1	-338.669	-56.5064	739.587	-339.063	73.6411	759.998	62.766	76.1289	873.828	90.4888	54.7167	785.989	-310.143	94.0792	676.677	-308.55	-34.6021	653.462	79.2478	-75.7706	804.041	-66.987	10.4298	585.558
1757	0	52.0884	-48.7266	893.458	-336.452	-60.7221	738.193	-339.869	69.8213	757.623	60.1671	82.4092	876.757	89.5872	60.1535	789.173	-310.317	90.1322	674.548	-305.564	-38.9633	652.264	80.8742	-70.5852	807.862	-64.3032	11.4038	587.037
1758	0	52.4824	-43.6911	895.71	-334.524	-64.159	737.395	-340.802	66.0865	756.148	58.0705	87.44	878.087	88.574	65.6359	790.984	-311.071	86.8254	673.171	-303.674	-42.0033	651.631	82.5088	-64.8694	810.437	-62.7479	12.3784	587.994
1759	0	53.242	-38.175	896.645	-332.812	-67.6075	737.503	-341.823	62.5796	755.388	56.3207	92.8793	878.33	87.3244	71.0827	791.387	-312.284	83.4062	672.38	-302.083	-45.2492	651.551	83.9076	-59.5145	811.602	-62.2415	13.5876	588.385
1760	0	54.3171	-32.6441	896.527	-331.369	-70.8253	738.332	-342.941	59.2029	755.4	54.92	98.0091	877.329	85.9441	76.418	790.436	-313.979	80.0917	672.192	-301.264	-48.4914	652.177	85.327	-53.8266	811.642	-62.7232	14.5505	588.086
1761	0	55.735	-27.2759	895.226	-330.359	-74.0641	739.984	-344.176	55.9257	756.215	53.2568	103.472	875.225	84.538	81.726	788.275	-316.197	76.8556	672.686	-301.1	-51.6351	653.393	86.5789	-48.3177	810.299	-64.2915	15.8299	587.359
1762	0	57.413	-22.0967	892.767	-329.299	-77.0669	742.228	-345.759	51.9971	757.892	52.2703	108.477	872.028	82.9904	86.8536	784.846	-318.942	73.5109	673.96	-301.606	-54.7418	655.288	87.6462	-43.2241	807.618	-66.9077	16.8511	586.069
1763	0	59.4938	-17.1473	889.195	-328.649	-80.4467	745.665	-347.086	49.0057	760.612	51.3652	113.247	867.53	81.2445	91.5873	780.223	-322.126	69.735	676.088	-302.778	-57.8836	657.949	88.6097	-38.2348	803.671	-70.638	17.3166	584.251
1764	0	61.9285	-12.69	884.411	-327.943	-83.2077	749.632	-348.395	45.6911	764.491	51.1667	117.473	862.207	79.2408	96.1257	774.487	-325.664	65.977	679.217	-304.475	-61.0836	661.449	89.6444	-33.537	798.373	-75.393	17.8155	582.243
1765	0	64.9169	-8.16844	878.478	-327.208	-86.4316	754.587	-349.488	42.3592	769.302	51.3254	121.312	855.809	77.3425	99.9486	767.383	-329.525	62.9797	683.419	-306.458	-64.3875	665.675	90.6322	-29.1636	791.818	-81.0298	18.0554	579.924
1766	0	68.1176	-4.14442	871.321	-326.346	-89.9074	760.272	-350.238	38.9451	774.771	51.7121	124.703	848.284	75.28	103.628	759.403	-333.324	59.5806	688.232	-308.724	-67.8103	670.434	91.4796	-25.2205	784.013	-87.4227	17.9119	577.323
1767	0	71.4935	-0.659219	862.962	-325.054	-93.6937	766.497	-350.569	35.5754	780.924	52.2998	128.233	839.975	73.3126	107.437	750.393	-337.01	55.8641	693.731	-311.06	-71.1055	675.75	92.1667	-21.7005	774.994	-94.5177	17.4758	574.495
1768	0	74.9803	1.9703	853.56	-323.952	-95.6981	772.837	-350.356	32.2335	787.987	53.2121	130.727	830.879	70.7674	108.639	740.474	-340.647	51.815	700.255	-313.539	-74.4116	681.838	92.5364	-18.9283	764.947	-102.41	16.5835	571.73
1769	0	78.4047	3.86997	843.363	-322.278	-98.3877	780.259	-349.626	29.1633	796.15	54.1226	132.62	821.104	68.1338	110.557	730.148	-343.862	48.7204	707.965	-316.2	-77.5955	688.95	92.4271	-17.1059	754.174	-111.08	15.3251	569.415
1770	0	81.6695	5.12423	832.744	-320.691	-100.882	788.706	-348.346	26.5263	805.358	55.2428	133.349	811.12	65.0984	111.379	719.747	-346.85	45.7612	716.944	-319.032	-80.3248	697.106	91.649	-16.2365	743.087	-120.478	13.7884	567.827
1771	0	84.5982	5.6517	821.886	-318.943	-103.045	798.158	-346.397	24.6178	815.45	56.4524	133.482	801.124	62.0362	111.231	709.46	-349.287	43.6551	727.028	-321.867	-82.5729	706.31	90.2395	-16.2353	731.915	-130.354	11.989	567.139
1772	0	87.0817	5.17191	810.849	-316.993	-103.86	807.75	-343.738	23.5024	826.097	57.7979	133.498	791.086	58.4783	110.073	699.164	-351.086	42.1403	737.829	-324.562	-84.077	716.271	88.1974	-17.119	720.799	-140.474	10.1258	567.23
1773	0	89.105	3.98831	799.754	-314.808	-104.554	817.907	-340.331	23.1268	836.822	58.9946	132.148	780.909	55.0891	108.543	689.234	-352.138	41.4255	748.98	-326.939	-85.0099	726.664	85.5925	-18.6608	709.877	-150.55	8.1184	568.089
1774	0	90.4766	2.16004	789.071	-312.508	-104.474	827.678	-336.509	23.3968	847.264	59.8341	129.817	771.193	51.4835	106.313	679.888	-352.571	41.3973	760.01	-329.07	-85.2965	737.067	82.5424	-20.6907	699.573	-160.338	6.61173	569.426
1775	0	91.0378	-0.338427	779.379	-310.468	-103.202	836.687	-332.637	24.533	857.037	60.6775	127.772	762.18	47.8427	103.636	671.587	-352.556	42.2445	770.566	-331.097	-84.7261	747.201	78.5255	-23.9361	690.475	-169.579	5.07381	571.48
1776	0	90.858	-3.19902	771.089	-309.026	-101.7	845.716	-328.938	26.583	866.079	61.1418	125.056	754.433	44.3077	100.588	664.597	-352.246	44.0533	780.39	-333.109	-83.2309	756.891	74.5788	-26.9036	682.893	-178.057	3.94232	574.098
1777	0	90.2184	-6.36234	764.122	-308.111	-98.6668	854.002	-325.433	29.2115	874.238	61.5762	122.493	747.87	41.1122	97.371	658.714	-351.604	46.6771	789.394	-335.004	-80.9269	766.06	70.3861	-30.4221	676.749	-185.671	3.09641	577.076
1778	0	89.2738	-9.73957	758.17	-306.962	-96.1552	861.683	-321.974	32.7776	881.519	61.9645	119.07	741.751	38.2613	93.9355	653.664	-350.654	49.9755	797.417	-336.776	-77.681	774.386	66.2674	-34.0805	671.653	-192.42	2.16816	580.318
1779	0	88.1348	-13.256	752.942	-306.278	-92.6415	868.371	-318.672	36.5997	887.669	62.4596	116.034	736.449	35.8195	90.3586	649.172	-349.506	53.7421	804.328	-338.209	-74.4206	781.835	62.2649	-37.8612	667.293	-198.328	1.88769	583.13
1780	0	86.8675	-16.8514	748.421	-305.868	-88.6967	873.986	-315.545	40.8911	892.749	63.0359	112.7	731.535	33.7619	86.7384	645.174	-348.221	57.6416	810.01	-339.592	-70.8091	788.243	58.4837	-41.6825	663.606	-203.427	1.78907	585.565
1781	0	85.5307	-20.3683	744.857	-305.523	-85.2924	878.829	-312.976	44.9257	896.595	63.6	109.437	727.48	32.1108	83.3474	641.892	-347.006	61.6892	814.429	-340.839	-66.8079	793.479	55.0287	-45.3765	660.812	-207.565	2.04704	587.596
1782	0	84.2295	-23.7657	742.588	-306.252	-80.5145	882.295	-311.019	49.1903	899.372	64.3216	106.545	724.727	31.1194	80.2051	639.561	-345.714	66.6301	817.508	-342.073	-62.4455	797.416	52.1093	-48.8765	659.117	-210.601	2.74209	589.207
1783	0	83.091	-27.1478	741.557	-307.387	-75.8546	884.656	-309.388	54.0342	900.824	65.2649	102.869	722.795	30.985	77.0065	638.248	-344.541	71.4133	819.273	-343.33	-58.0151	800.108	49.8226	-52.3002	658.484	-212.458	3.61852	590.32
1784	0	82.1221	-30.7347	741.419	-308.619	-71.3926	885.882	-308.379	58.2676	901.46	66.561	99.5463	722.057	31.7928	73.626	637.678	-343.353	76.1383	819.86	-344.934	-52.5668	800.974	48.1537	-55.7024	658.578	-213.254	4.73674	590.866
1785	0	81.2684	-34.3954	741.649	-310.347	-66.558	885.909	-307.528	63.1904	900.977	68.1749	95.9565	721.8	33.0408	70.6252	637.557	-342.182	80.818	819.284	-346.052	-47.7267	800.963	47.0361	-58.8262	658.986	-213.188	5.98221	590.757
1786	0	80.5375	-38.167	742.471	-312.623	-61.9994	884.926	-307.049	67.4758	899.471	70.0602	92.37	722.061	34.8504	67.3663	637.721	-340.942	85.5795	817.512	-347.271	-43.3742	799.857	46.2194	-62.3945	659.755	-212.282	7.32599	589.965
1787	0	79.9619	-41.9783	744.083	-314.881	-58.1558	882.767	-307.049	71.5469	896.931	72.1356	88.6316	723.168	37.3202	63.9474	638.532	-339.779	90.0707	814.584	-348.527	-38.8889	797.328	46.0181	-65.5984	661.066	-210.456	8.62671	588.553
1788	0	79.4167	-45.8894	746.746	-317.57	-54.4653	879.43	-307.452	75.9995	893.389	74.4728	84.4923	725.269	40.4415	60.5554	640.27	-338.709	94.4024	810.48	-349.642	-34.3592	793.354	46.2036	-69.412	663.342	-207.536	9.82466	586.659
1789	0	79.0199	-49.8089	750.403	-320.656	-50.7135	874.907	-308.422	79.6437	888.887	77.0046	80.5432	728.593	44.2459	57.0796	642.92	-337.624	98.462	805.288	-350.624	-30.0792	788.146	47.0734	-72.8976	666.356	-203.506	10.9745	584.361
1790	0	78.632	-53.8909	754.798	-323.973	-47.1466	869.315	-309.83	82.4104	883.352	79.5772	76.4314	732.811	48.5321	53.3553	646.35	-336.44	102.174	799.095	-351.388	-26.1263	781.818	48.3792	-76.5097	670.052	-198.489	11.8154	581.702
1791	0	78.1497	-57.8408	759.958	-327.458	-43.8225	862.622	-311.434	85.5197	876.961	82.1008	72.4334	737.902	53.1538	49.6977	650.541	-335.202	105.577	791.907	-351.934	-22.4449	774.342	50.0269	-79.9782	674.369	-192.555	12.4455	578.764
1792	0	77.3767	-61.6077	765.948	-331.16	-40.7501	854.817	-313.475	88.3791	869.538	84.2077	68.5521	743.891	57.7914	46.1293	655.63	-334.029	108.73	783.752	-352.276	-19.0655	765.75	51.9543	-83.1786	679.433	-185.826	12.8559	575.642
1793	0	76.2717	-65.0105	772.932	-335.138	-37.3811	845.986	-315.979	90.9813	861.255	85.8431	64.7288	751.005	62.9186	43.1993	661.856	-332.894	111.473	774.718	-352.378	-16.0614	756.14	53.9456	-86.2197	685.503	-178.266	13.298	572.458
1794	0	74.8732	-68.0104	780.895	-338.918	-34.8888	836.405	-318.709	93.1532	852.355	87.1814	61.948	759.3	67.5667	39.4717	669.173	-331.704	113.71	765.142	-352.012	-13.5303	745.886	55.7686	-89.3554	692.625	-169.898	13.4419	569.675
1795	0	73.2369	-70.4755	789.617	-342.297	-32.912	826.447	-321.418	94.9442	843.174	88.0118	59.9031	768.568	71.9917	37.3794	677.672	-330.175	115.699	755.38	-351.124	-11.3226	735.31	57.8883	-91.8059	700.611	-160.893	13.1945	567.585
1796	0	71.3409	-72.5005	799.009	-345.141	-31.6067	816.272	-324.063	96.1159	833.868	88.0784	57.4364	778.538	76.2187	35.2515	687.026	-328.667	116.614	745.859	-349.498	-10.2678	724.932	60.0526	-93.7288	709.4	-151.429	12.6306	566.198
1797	0	69.1864	-73.8779	808.887	-347.439	-30.9235	806.164	-326.663	96.3762	824.597	87.4544	55.4661	789.059	79.9794	33.5371	697.144	-326.964	116.94	736.571	-347.299	-9.67131	714.706	62.0632	-95.2566	718.841	-141.751	11.9827	565.639
1798	0	66.8424	-74.7384	818.882	-349.096	-30.8132	796.373	-328.86	96.7382	815.746	86.3349	54.4767	799.803	83.2668	32.2722	707.738	-324.788	117.2	727.537	-344.63	-9.52248	705.032	64.0464	-96.1394	728.683	-132.167	11.1991	565.803
1799	0	64.448	-75.0463	828.645	-350.059	-31.1993	787.28	-330.657	96.5364	807.321	84.7681	54.1765	810.326	85.8856	31.6629	718.179	-322.671	116.711	719.427	-341.388	-10.2829	696.162	65.6613	-96.6708	738.442	-122.924	10.4393	566.677
1800	0	62.1036	-74.8006	837.93	-350.439	-32.0412	779.071	-332.18	95.7505	799.737	82.8534	54.3953	820.302	87.9179	31.766	728.25	-320.548	115.804	712.223	-337.904	-11.4575	688.352	67.137	-96.5438	747.855	-114.255	9.83612	568.142
1801	0	59.8465	-74.1115	846.545	-350.327	-33.4347	771.798	-333.482	94.4934	792.942	80.6321	55.1635	829.598	89.2054	32.8303	737.846	-318.56	114.568	705.927	-334.458	-12.5093	681.582	68.4519	-95.93	756.752	-106.344	9.41478	570.035
1802	0	57.7351	-73.0507	854.382	-349.695	-36.04	765.493	-334.609	92.943	786.976	78.2786	56.1913	838.105	90.1993	34.1977	746.668	-316.788	113.004	700.492	-331.005	-14.238	675.744	69.617	-94.9066	764.971	-99.3062	9.22431	572.219
1803	0	55.9303	-71.6852	861.238	-348.699	-38.7927	760.131	-335.543	91.0272	781.835	75.8919	57.7892	845.436	90.8935	35.2943	754.508	-315.284	111.149	695.909	-327.686	-16.2031	670.862	70.7031	-93.4873	772.262	-93.1543	9.06103	574.383
1804	0	54.5376	-70.2083	867.071	-347.838	-40.6827	755.676	-336.252	88.9899	777.468	73.7186	59.6226	851.579	91.1431	37.7199	761.076	-313.986	109.168	692.077	-324.585	-18.2451	666.92	71.8283	-91.7315	778.524	-87.8767	9.00904	576.362
1805	0	53.6639	-68.2378	871.827	-346.754	-42.8007	752.035	-336.794	86.8063	773.866	71.8354	61.7938	856.516	91.4562	40.3137	766.45	-312.991	107.032	688.909	-321.789	-20.4531	663.816	73.0085	-89.7571	783.713	-83.4935	9.45056	578.242
1806	0	53.3438	-65.658	875.569	-345.418	-45.0044	749.118	-337.315	84.4547	770.979	70.2059	64.2313	860.265	91.4681	42.5181	770.547	-312.335	104.837	686.342	-319.405	-22.7022	661.434	74.2438	-87.4937	787.806	-79.9888	9.61621	579.614
1807	0	53.3918	-63.0279	878.288	-343.865	-48.0016	747.299	-337.913	81.8951	768.843	68.803	66.8067	862.841	91.357	44.8937	773.472	-312.16	102.471	684.397	-317.387	-25.3425	659.797	75.529	-84.8278	790.824	-77.4427	9.81143	580.61
1808	0	53.8093	-60.1538	880.002	-342.721	-50.1442	745.9	-338.517	79.4322	767.359	67.6472	69.557	864.244	91.0585	48.0614	775.102	-312.555	99.8907	682.993	-315.651	-28.6831	658.941	76.7657	-82.0845	792.78	-75.8855	9.83961	581.114
1809	0	54.4776	-57.2723	880.698	-341.791	-52.5947	745.515	-339.235	76.9804	766.571	66.8126	72.4715	864.498	90.6518	51.1034	775.485	-313.266	97.6015	682.211	-314.752	-31.0701	658.532	78.0512	-79.0182	793.598	-75.2434	10.3859	581.298
1810	0	55.6104	-54.1524	880.338	-340.671	-55.9359	746.25	-339.974	74.7369	766.318	66.2811	75.6018	863.614	90.2295	54.409	774.636	-314.456	95.2129	681.929	-314.295	-33.5016	658.718	79.3343	-75.9204	793.289	-75.4903	10.6746	580.918
1811	0	57.3152	-50.4342	878.912	-340.067	-57.8522	747.152	-340.793	72.3487	766.864	65.9486	79.4438	861.545	89.7007	57.8091	772.511	-316.053	92.8688	682.206	-314.35	-35.8916	659.501	80.6591	-72.6018	791.798	-76.6551	10.7277	579.94
1812	0	59.1411	-47.2145	876.413	-339.368	-60.4287	749.091	-341.632	70.0945	768.137	65.9096	83.1358	858.383	89.0749	61.286	769.224	-318.114	90.5109	683.127	-314.952	-38.167	660.88	81.8923	-69.2881	789.143	-78.755	11.3225	578.74
1813	0	61.2528	-43.9119	872.878	-338.987	-62.9452	751.873	-342.611	67.8209	770.204	66.254	86.5626	854.272	88.3048	65.026	764.833	-320.614	88.2246	684.772	-316.122	-40.4193	662.976	83.0399	-65.783	785.388	-81.8408	11.4169	576.973
1814	0	63.5532	-40.5574	868.349	-338.73	-64.7267	755.104	-343.651	65.6068	773.201	66.2753	90.2696	849.071	87.2634	68.8376	759.417	-323.605	85.8654	687.262	-317.856	-42.6472	665.867	83.9446	-62.4134	780.585	-86.0126	11.6884	575.102
1815	0	66.0626	-37.2101	862.964	-338.679	-66.7201	759.498	-344.67	63.4111	777.108	66.499	93.6955	843.001	85.3594	71.435	752.882	-326.973	83.5598	690.619	-320.114	-44.7617	669.575	84.5953	-59.1918	774.794	-91.1951	11.9236	573.111
1816	0	68.6406	-33.8184	856.474	-338.429	-68.8036	764.625	-345.575	61.1223	781.919	66.9618	96.7308	835.956	83.1927	73.3342	745.337	-330.582	81.1416	694.903	-322.53	-47.8256	674.381	84.8894	-56.0856	768.005	-97.2996	12.0653	571.076
1817	0	71.4412	-30.6529	849.079	-337.793	-71.3833	770.589	-346.13	58.8301	787.604	67.4849	99.8412	828.138	81.0508	76.6663	736.977	-334.204	78.6655	700.058	-325.213	-50.3044	679.807	85.3867	-52.4482	760.015	-104.242	11.9298	569.026
1818	0	74.3256	-27.6591	840.738	-337.041	-73.2859	777.189	-346.228	56.6176	794.016	68.099	102.704	819.438	78.801	79.3753	728.132	-337.699	76.1599	706.02	-327.907	-52.6818	685.948	85.2282	-50.1206	751.254	-111.827	11.6737	567.058
1819	0	77.0977	-25.0042	831.698	-335.758	-75.3595	784.34	-345.826	54.4791	801.133	68.5914	105.217	810.155	75.9547	81.9164	718.758	-340.953	73.7667	712.753	-330.512	-55.0475	692.784	84.3825	-48.3787	742.226	-119.936	11.2308	565.291
1820	0	79.7884	-22.7946	822.203	-334.196	-77.432	792.156	-344.86	52.4246	808.892	69.0103	107.118	800.492	72.9232	83.691	709.031	-343.841	71.4305	720.385	-332.955	-57.3326	700.391	83.8649	-45.681	732.35	-128.536	10.5283	564.09
1821	0	82.1236	-21.1643	812.62	-332.288	-79.382	800.623	-343.309	50.4065	817.48	69.4917	109.688	791.418	69.7171	85.1854	699.596	-346.29	69.2634	728.999	-335.357	-59.0934	708.855	82.662	-44.2217	722.798	-137.425	9.73313	563.661
1822	0	84.1065	-20.1292	803.271	-330.046	-81.0357	809.688	-341.172	48.7113	826.755	69.5542	109.758	782.109	65.7764	85.4023	690.702	-348.157	67.2572	738.436	-337.258	-61.0921	718.051	80.6249	-43.5706	713.547	-146.395	8.79825	564.165
1823	0	85.7174	-19.5266	794.393	-327.455	-82.4821	819.041	-338.463	47.2775	836.345	69.6456	110.82	773.959	61.8982	86.2089	682.599	-349.384	65.6604	748.374	-338.7	-62.7275	727.719	78.3683	-43.2311	704.975	-155.157	7.82276	565.521
1824	0	86.9778	-19.2247	785.896	-324.54	-83.3782	828.305	-335.249	46.2838	845.799	69.3866	110.055	765.793	58.0535	86.2024	675.047	-349.96	64.4103	758.335	-339.699	-64.0393	737.499	76.0055	-43.0851	696.974	-163.499	6.94423	567.435
1825	0	87.9505	-19.062	777.905	-321.468	-83.8581	837.036	-331.682	45.5086	854.743	69.4205	110.467	758.26	54.2509	85.9801	668.1	-349.962	63.5104	767.935	-340.253	-64.9096	746.926	73.3965	-43.1457	689.547	-171.278	6.11482	569.678
1826	0	88.7071	-19.3155	770.6	-318.205	-84.6949	845.124	-328.03	44.979	862.963	69.2277	110.353	751.498	50.6948	85.4465	661.96	-349.722	62.2789	776.902	-340.494	-65.6516	755.72	70.6656	-43.6225	682.869	-178.357	4.82228	572.389
1827	0	88.7705	-19.7519	764.354	-315.454	-84.8032	852.287	-324.605	44.8035	870.224	68.9973	109.965	745.863	47.3421	84.5097	657.016	-349.076	62.019	784.881	-340.63	-65.9911	763.646	67.9584	-44.2053	677.363	-184.541	4.17249	574.978
1828	0	88.5247	-20.7081	759.731	-313.189	-84.6804	858.53	-321.643	45.0491	876.495	68.2647	109.708	741.395	44.4099	83.7957	653.146	-348.388	62.2541	791.802	-340.731	-65.9365	770.588	65.3626	-44.9598	673.177	-189.738	3.61038	577.601
1829	0	88.1733	-21.0016	755.843	-311.345	-84.5028	864.091	-319.077	46.0523	881.802	68.0645	109.465	737.986	41.6831	83.4389	650.203	-347.716	62.7698	797.612	-340.84	-65.5014	776.542	63.0094	-45.7975	670.11	-194.024	3.27595	580.112
1830	0	87.642	-21.882	753.081	-309.763	-84.1352	868.482	-316.94	47.02	886.021	67.7518	108.788	735.187	39.7953	82.4784	647.919	-347.094	63.5256	802.323	-340.959	-64.801	781.472	60.9453	-46.6	667.752	-197.507	3.09734	582.221
1831	0	87.1246	-22.7212	750.776	-309.022	-82.8066	871.877	-315.406	47.6823	889.161	67.2847	107.749	732.724	38.2403	81.5381	645.978	-346.565	64.3882	805.853	-341.167	-63.9406	785.232	59.1278	-47.4751	665.811	-200.332	2.90294	583.858
1832	0	86.5969	-23.5876	748.928	-308.533	-81.7123	874.136	-314.32	48.4665	891.217	67.0365	106.59	730.61	37.0474	80.582	644.387	-346.202	65.3392	808.205	-341.507	-62.9273	787.817	57.5744	-48.4527	664.292	-202.473	2.87466	584.872
1833	0	86.0855	-24.4523	747.886	-308.664	-80.5225	875.327	-313.846	49.4019	892.177	66.7349	105.282	729.302	36.4058	79.6571	643.352	-345.867	67.0669	809.321	-342.012	-61.8085	789.177	56.4305	-49.4092	663.428	-203.824	2.92523	585.325
1834	0	85.6319	-25.3009	747.779	-309.678	-78.8563	875.328	-313.695	51.3452	892.061	66.9129	104.364	728.924	36.4531	78.6114	643.092	-345.881	68.4531	809.187	-342.662	-60.4935	789.311	55.751	-50.4542	663.423	-204.226	3.14219	585.273
1835	0	85.3196	-26.3365	748.747	-311.036	-77.3324	874.378	-314.34	52.8324	890.903	67.5041	103.719	729.642	37.1946	77.6622	643.575	-346.193	69.4137	807.897	-343.436	-59.02	788.205	55.6622	-51.3098	664.227	-203.634	3.61619	584.741
1836	0	85.0487	-27.1212	750.185	-312.693	-75.7504	872.408	-315.38	54.3946	888.797	68.0291	102.742	730.979	38.5218	76.8431	644.592	-346.172	71.7399	805.438	-344.349	-57.1045	785.815	56.0559	-52.1882	665.585	-202.176	4.2069	583.689
1837	0	84.8316	-28.5472	752.431	-314.623	-74.1326	869.446	-316.687	55.9899	885.728	69.0885	101.691	732.646	40.6118	75.5317	646.102	-346.303	73.4639	801.987	-345.064	-55.3918	782.449	56.8735	-53.1709	667.335	-199.909	4.9038	582.129
1838	0	84.7684	-29.8015	755.141	-316.873	-72.6084	865.394	-318.347	57.4713	881.68	70.4584	101.219	735.395	43.0241	74.6289	648.059	-346.392	75.248	797.479	-345.629	-53.8454	778.079	58.0842	-54.155	669.571	-196.823	5.67951	580.079
1839	0	84.8361	-31.0919	758.409	-319.462	-71.0394	860.332	-320.505	58.3819	876.811	71.9914	99.6382	738.583	46.1571	73.5843	650.677	-346.453	76.992	791.935	-346.31	-51.7907	772.297	59.6839	-55.2749	672.489	-192.861	6.4339	577.71
1840	0	84.6039	-32.8443	763.014	-322.283	-69.2944	854.189	-322.54	60.392	870.877	73.1004	97.4954	742.619	49.5233	72.6077	654.313	-346.353	78.7008	785.487	-346.745	-50.0439	765.693	61.7356	-56.3727	676.259	-187.872	7.15483	575.148
1841	0	84.5196	-34.5016	768.196	-325.027	-68.1469	847.481	-324.857	61.8376	864.303	74.625	95.675	747.749	53.4904	71.4295	658.827	-346.017	80.4398	778.281	-346.868	-48.3217	758.323	63.8995	-58.0982	680.917	-181.973	7.8523	572.612
1842	0	84.2779	-36.3721	774.47	-327.937	-66.5901	840.027	-327.114	63.4044	857.024	76.1544	94.1675	753.908	57.7734	70.0185	664.162	-345.324	82.1917	770.409	-346.617	-46.5383	750.231	66.3934	-59.6966	686.348	-175.223	8.48899	570.129
1843	0	83.8488	-38.343	781.146	-330.79	-65.112	831.948	-329.445	64.7497	849.258	77.6202	92.1403	760.635	62.2113	68.5009	670.325	-344.354	83.8887	762.035	-346.021	-44.8073	741.548	69.0419	-60.9316	692.509	-167.796	9.33759	567.682
1844	0	82.9735	-40.3197	788.629	-333.547	-63.6905	823.281	-331.795	66.0934	840.924	78.6655	90.0306	768.039	66.5245	66.8802	677.272	-343.148	85.5419	753.199	-345.098	-43.4286	732.599	71.3066	-63.0901	699.421	-159.813	9.82184	565.69
1845	0	81.6462	-42.2497	796.681	-336.148	-62.2153	814.338	-334.064	67.4796	832.309	79.047	87.6034	776.12	70.5938	65.2523	684.948	-341.653	87.2101	744.231	-343.859	-41.4319	723.128	73.3578	-64.8088	707.057	-151.52	10.1629	564.225
1846	0	79.9216	-44.0288	805.174	-338.439	-60.7787	805.476	-336.063	68.8683	823.798	79.3239	86.4695	784.817	74.2834	63.6612	693.228	-339.868	88.8317	735.496	-342.187	-39.9921	714.245	75.0982	-66.5782	715.261	-143.021	10.476	563.391
1847	0	77.8265	-45.7949	813.824	-340.276	-59.3963	797.117	-337.686	70.1936	815.763	79.3484	85.3909	793.955	77.937	62.3661	702.009	-337.735	90.3126	727.375	-340.154	-38.5075	705.84	76.5599	-68.1595	723.847	-134.637	10.7165	563.333
1848	0	75.5992	-47.3188	822.519	-341.669	-58.1213	789.434	-338.962	71.3359	808.458	78.9848	84.7002	802.984	80.5801	60.6781	710.916	-335.379	91.5763	720.117	-337.826	-37.1138	698.251	77.6891	-69.6415	732.517	-126.56	10.8535	563.992
1849	0	73.1377	-48.7154	830.897	-342.717	-57.0758	782.47	-339.9	72.3506	801.877	77.688	81.9661	811.686	82.8758	59.2017	719.797	-332.936	92.7008	713.674	-335.361	-35.9199	691.514	78.3346	-71.0925	740.943	-118.98	10.8499	565.211
1850	0	70.48	-50.2009	838.851	-343.467	-56.1752	776.153	-340.568	73.3166	795.677	76.5025	80.9038	820.002	84.7082	57.5561	728.215	-330.477	93.7759	707.936	-332.869	-34.846	685.491	78.9599	-71.8837	749.026	-112.019	10.7952	566.756
1851	0	67.8489	-51.3739	846.036	-343.994	-55.2453	770.489	-340.998	74.2813	790.205	75.0321	79.4182	827.525	85.9737	56.9298	735.992	-328.098	94.767	702.818	-330.435	-33.7826	680.147	79.0058	-73.0791	756.519	-105.753	10.7483	568.41
1852	0	65.3347	-52.4735	852.403	-344.252	-54.6415	765.718	-341.142	75.4482	785.316	73.6424	78.2062	834.132	86.9189	55.7615	742.963	-325.778	95.7398	698.45	-328.083	-32.5457	675.473	78.8233	-74.1928	763.172	-100.216	10.7756	570.104
1853	0	63.2678	-53.0196	857.756	-344.26	-53.6008	761.488	-341.201	76.1143	781.524	72.3541	77.235	839.809	87.6683	55.2231	748.952	-323.71	96.5831	694.959	-326.019	-31.8697	671.934	78.5187	-75.2026	768.96	-95.5998	10.8545	571.782
1854	0	61.3254	-54.0448	862.106	-344.082	-53.7452	758.685	-341.162	76.693	778.657	71.263	76.4215	844.448	88.0004	54.5401	754.119	-322.042	97.2234	692.428	-324.326	-31.2879	669.28	78.1981	-75.9309	773.527	-91.9704	10.8489	573.356
1855	0	59.8572	-54.5853	865.494	-344.181	-53.4353	756.61	-341.085	77.349	776.461	70.326	75.7994	848.091	88.4706	53.761	757.836	-320.767	97.6592	690.654	-323.017	-30.6093	667.262	77.8902	-76.5044	777.142	-89.2642	11.3271	574.886
1856	0	58.7808	-55.0904	867.88	-344.148	-53.0493	755.07	-341.032	77.6329	775.031	69.6655	75.3824	850.635	88.6378	53.6979	760.723	-319.859	97.9715	689.409	-322.135	-30.5533	666.077	77.6744	-76.8396	779.658	-87.3938	11.0138	575.717
1857	0	58.1985	-55.5075	869.271	-344.174	-52.0649	753.74	-340.984	77.6326	774.25	69.3136	75.0932	852.067	88.7592	53.7372	762.456	-319.287	98.1015	688.652	-321.533	-30.3715	665.242	77.5792	-77.1008	781.07	-86.286	11.1836	576.374
1858	0	58.1484	-55.4728	869.436	-344.064	-52.0872	753.407	-340.874	77.5831	773.932	69.3057	74.9428	852.329	88.8544	52.8049	762.371	-319.075	98.1021	688.379	-321.32	-30.3686	664.967	77.6312	-77.2464	781.345	-85.9042	10.8981	576.309
