3,110.873,0,9,6454933,-993,0,-0.177332,2.72801e-05,44.9925,60,10782,0,0.258537
3,110.873,1,9,-8009633,-1095,0,0.218857,2.992e-05,41.7004,60,2797,0,0.067068
3,110.873,2,9,-23800658,-176,0,0.645719,4.77493e-06,43.0854,60,-1820,0,-0.043641
3,110.873,3,9,-6942399,-6,0,0.189628,1.63887e-07,30.217,60,-11187,0,-0.268248
3,110.973,0,9,6454933,-236,0,-0.177332,6.48348e-06,45.6043,60,10782,0,0.258537
3,110.973,1,9,-8009629,-39,0,0.218857,1.06564e-06,40.3187,60,2797,0,0.067068
3,110.973,2,9,-23800658,464,0,0.645719,-1.25885e-05,43.4626,60,-1820,0,-0.043641
3,110.973,3,9,-6942399,190,0,0.189628,-5.18974e-06,31.1968,60,-11187,0,-0.268248
3,111.073,0,9,6454934,887,0,-0.177332,-2.4368e-05,44.024,60,10782,0,0.258537
3,111.073,1,9,-8009629,87,0,0.218857,-2.37721e-06,42.1224,60,2797,0,0.067068
3,111.073,2,9,-23800658,253,0,0.645719,-6.86396e-06,42.8512,60,-1820,0,-0.043641
3,111.073,3,9,-6942400,108,0,0.189628,-2.94996e-06,31.5603,60,-11187,0,-0.268248
3,111.173,0,9,6454933,-156,0,-0.177332,4.28569e-06,45.52,60,10782,0,0.258537
3,111.173,1,9,-8009629,449,0,0.218857,-1.22686e-05,42.0442,60,2797,0,0.067068
3,111.173,2,9,-23800658,-29,0,0.645719,7.86778e-07,43.726,60,-1820,0,-0.043641
3,111.173,3,9,-6942399,239,0,0.189628,-6.52815e-06,30.2739,60,-11187,0,-0.268248
3,111.273,0,9,6454933,-60,0,-0.177332,1.64834e-06,45.2065,60,10782,0,0.258537
3,111.273,1,9,-8009629,-10,0,0.218857,2.73242e-07,40.7489,60,2797,0,0.067068
3,111.273,2,9,-23800658,-131,0,0.645719,3.55407e-06,43.6997,60,-1820,0,-0.043641
3,111.273,3,9,-6942399,224,0,0.189628,-6.11843e-06,31.5365,60,-11187,0,-0.268248
3,111.373,0,9,6454933,691,0,-0.177332,-1.89834e-05,44.0812,60,10782,0,0.258537
3,111.373,1,9,-8009633,-1223,0,0.218857,3.34175e-05,42.4228,60,2797,0,0.067068
3,111.373,2,9,-23800657,-752,0,0.645719,2.0402e-05,41.7115,60,-1820,0,-0.043641
3,111.373,3,9,-6942399,203,0,0.189628,-5.54483e-06,31.9384,60,-11187,0,-0.268248
3,111.473,0,9,6454933,-407,0,-0.177332,1.11813e-05,44.9936,60,10782,0,0.258537
3,111.473,1,9,-8009629,-755,0,0.218857,2.06298e-05,42.3354,60,2797,0,0.067068
3,111.473,2,9,-23800658,253,0,0.645719,-6.86396e-06,42.8353,60,-1820,0,-0.043641
3,111.473,3,9,-6942400,-407,0,0.189628,1.1117e-05,30.7895,60,-11187,0,-0.268248
3,111.573,0,9,6454933,828,0,-0.177332,-2.27471e-05,44.4128,60,10782,0,0.258537
3,111.573,1,9,-8009629,238,0,0.218857,-6.50316e-06,40.8847,60,2797,0,0.067068
3,111.573,2,9,-23800658,-58,0,0.645719,1.57356e-06,43.1757,60,-1820,0,-0.043641
3,111.573,3,9,-6942399,-1,0,0.189628,2.73144e-08,31.9655,60,-11187,0,-0.268248
3,111.673,0,9,6454934,-405,0,-0.177332,1.11263e-05,43.6502,60,10782,0,0.258537
3,111.673,1,9,-8009633,-671,0,0.218857,1.83345e-05,41.9047,60,2797,0,0.067068
3,111.673,2,9,-23800658,-248,0,0.645719,6.72831e-06,41.8706,60,-1820,0,-0.043641
3,111.673,3,9,-6942399,-189,0,0.189628,5.16243e-06,31.3489,60,-11187,0,-0.268248
3,111.773,0,9,6454934,503,0,-0.177332,-1.38186e-05,44.561,60,10782,0,0.258537
3,111.773,1,9,-8009633,-1490,0,0.218857,4.07131e-05,42.2957,60,2797,0,0.067068
3,111.773,2,9,-23800658,-74,0,0.645719,2.00764e-06,42.8276,60,-1820,0,-0.043641
3,111.773,3,9,-6942399,-574,0,0.189628,1.56785e-05,30.4472,60,-11187,0,-0.268248
3,111.873,0,9,6454933,110,0,-0.177332,-3.02196e-06,45.4403,60,10782,0,0.258537
3,111.873,1,9,-8009629,324,0,0.218857,-8.85305e-06,41.0766,60,2797,0,0.067068
3,111.873,2,9,-23800658,-135,0,0.645719,3.66259e-06,43.0911,60,-1820,0,-0.043641
3,111.873,3,9,-6942399,-804,0,0.189628,2.19608e-05,31.2168,60,-11187,0,-0.268248
3,111.973,0,9,6454933,239,0,-0.177332,-6.5659e-06,44.6736,60,10782,0,0.258537
3,111.973,1,9,-8009629,150,0,0.218857,-4.09863e-06,41.5763,60,2797,0,0.067068
3,111.973,2,9,-23800658,163,0,0.645719,-4.42224e-06,42.592,60,-1820,0,-0.043641
3,111.973,3,9,-6942399,-824,0,0.189628,2.25071e-05,32.0967,60,-11187,0,-0.268248
3,112.073,0,9,6454933,-938,0,-0.177332,2.57691e-05,45.0332,60,10782,0,0.258537
3,112.073,1,9,-8009629,91,0,0.218857,-2.4865e-06,39.9509,60,2797,0,0.067068
3,112.073,2,9,-23800658,347,0,0.645719,-9.41421e-06,43.8261,60,-1820,0,-0.043641
3,112.073,3,9,-6942399,7,0,0.189628,-1.91201e-07,31.1464,60,-11187,0,-0.268248
3,112.173,0,9,6454934,-347,0,-0.177332,9.53291e-06,45.1469,60,10782,0,0.258537
3,112.173,1,9,-8009629,-31,0,0.218857,8.47051e-07,39.2695,60,2797,0,0.067068
3,112.173,2,9,-23800657,-452,0,0.645719,1.22629e-05,42.945,60,-1820,0,-0.043641
3,112.173,3,9,-6942399,308,0,0.189628,-8.41284e-06,31.3809,60,-11187,0,-0.268248
3,112.273,0,9,6454934,110,0,-0.177332,-3.02196e-06,44.0931,60,10782,0,0.258537
3,112.273,1,9,-8009629,663,0,0.218857,-1.8116e-05,41.3808,60,2797,0,0.067068
3,112.273,2,9,-23800658,-204,0,0.645719,5.53458e-06,41.8927,60,-1820,0,-0.043641
3,112.273,3,9,-6942399,233,0,0.189628,-6.36426e-06,31.5965,60,-11187,0,-0.268248
3,112.373,0,9,6454934,414,0,-0.177332,-1.13736e-05,45.2792,60,10782,0,0.258537
3,112.373,1,9,-8009629,532,0,0.218857,-1.45365e-05,41.0929,60,2797,0,0.067068
3,112.373,2,9,-23800658,-392,0,0.645719,1.06351e-05,44.337,60,-1820,0,-0.043641
3,112.373,3,9,-6942399,24,0,0.189628,-6.55546e-07,29.8749,60,-11187,0,-0.268248
3,112.473,0,9,6454934,313,0,-0.177332,-8.59885e-06,45.3539,60,10782,0,0.258537
3,112.473,1,9,-8009629,-277,0,0.218857,7.56881e-06,39.9337,60,2797,0,0.067068
3,112.473,2,9,-23800658,702,0,0.645719,-1.90455e-05,43.8463,60,-1820,0,-0.043641
3,112.473,3,9,-6942399,630,0,0.189628,-1.72081e-05,30.5488,60,-11187,0,-0.268248
3,112.573,0,9,6454934,-233,0,-0.177332,6.40106e-06,44.6029,60,10782,0,0.258537
3,112.573,1,9,-8009629,-18,0,0.218857,4.91836e-07,41.6391,60,2797,0,0.067068
3,112.573,2,9,-23800657,-27,0,0.645719,7.32518e-07,42.7362,60,-1820,0,-0.043641
3,112.573,3,9,-6942399,199,0,0.189628,-5.43557e-06,32.1727,60,-11187,0,-0.268248
